Дата;Регион;Значение
2020-09-01;Краснодарский край;33.10
2020-09-01;Красноярский край;-2.52
2020-09-01;Курганская область;-8.06
2020-09-01;Курская область;5.52
2020-09-01;Ленинградская область;7.75
2020-09-01;Липецкая область;6.61
2020-09-01;Магаданская область;5.99
2020-09-01;Мордовия;13.85
2020-09-01;Москва;-15.48
2020-09-01;Московская область;-4.14
2020-09-01;Мурманская область;22.01
2020-09-01;Нижегородская область;6.17
2020-09-01;Новгородская область;29.00
2020-09-01;Новосибирская область;-2.16
2020-09-01;Омская область;0.36
2020-09-01;Оренбургская область;-15.36
2020-09-01;Орловская область;4.49
2020-09-01;Пензенская область;27.16
2020-09-01;Пермский край;6.77
2020-09-01;Приморский край;-12.61
2020-09-01;Псковская область;9.41
2020-09-01;Республика Башкортостан;1.78
2020-09-01;Республика Бурятия;0.28
2020-09-01;Республика Дагестан;34.56
2020-09-01;Республика Ингушетия;-9.11
2020-09-01;Республика Калмыкия;2.56
2020-09-01;Республика Карачаево-Черкессия;48.03
2020-09-01;Республика Карелия;36.80
2020-09-01;Республика Коми;-0.27
2020-09-01;Республика Марий Эл;4.43
2020-09-01;Республика Саха (Якутия);-2.85
2020-09-01;Республика Северная Осетия-Алания;4.78
2020-09-01;Республика Татарстан;7.47
2020-09-01;Республика Тыва;9.07
2020-09-01;Республика Хакасия;19.25
2020-09-01;Ростовская область;38.41
2020-09-01;Рязанская область;22.11
2020-09-01;Самарская область;9.01
2020-09-01;Санкт-Петербург;14.33
2020-09-01;Саратовская область;6.99
2020-09-01;Сахалинская область;-3.56
2020-09-01;Свердловская область;-9.29
2020-09-01;Смоленская область;2.82
2020-09-01;Ставропольский край;23.22
2020-09-01;Тамбовская область;11.41
2020-09-01;Тверская область;26.78
2020-09-01;Томская область;-8.92
2020-09-01;Тульская область;21.43
2020-09-01;Тюменская область;-6.92
2020-09-01;Удмуртская Республика;-1.15
2020-09-01;Ульяновская область;8.78
2020-09-01;Хабаровский край;-7.53
2020-09-01;Ханты-Мансийский АО - Югра;-0.21
2020-09-01;Челябинская область;-0.35
2020-09-01;Чеченская Республика;-30.21
2020-09-01;Чувашская Республика;0.38
2020-09-01;Чукотский АО;-28.17
2020-09-01;Ямало-Ненецкий АО;-13.54
2020-09-01;Ярославская область;25.66
2020-10-01;Россия;-10.43
2020-10-01;Адыгея;-11.09
2020-10-01;Алтай;-38.14
2020-10-01;Алтайский край;-2.80
2020-10-01;Амурская область;-5.28
2020-10-01;Архангельская область;-22.09
2020-10-01;Астраханская область;5.13
2020-10-01;Белгородская область;-18.22
2020-10-01;Брянская область;-9.96
2020-10-01;Владимирская область;86.14
2020-10-01;Волгоградская область;-11.43
2020-10-01;Вологодская область;-21.76
2020-10-01;Воронежская область;-11.74
2020-10-01;Еврейская автономная область;-12.56
2020-10-01;Забайкальский край;-19.21
2020-10-01;Ивановская область;-8.58
2020-10-01;Иркутская область;-30.69
2020-10-01;Кабардино-Балкарская Республика;7.18
2020-10-01;Калининградская область;19.97
2020-10-01;Калужская область;26.52
2020-10-01;Камчатский край;-4.99
2020-10-01;Кемеровская область;-29.17
2020-10-01;Кировская область;-13.69
2020-10-01;Костромская область;17.80
2020-10-01;Краснодарский край;26.24
2020-10-01;Красноярский край;-23.03
2020-10-01;Курганская область;-38.49
2020-10-01;Курская область;-13.14
2020-10-01;Ленинградская область;-12.30
2020-10-01;Липецкая область;-9.41
2020-10-01;Магаданская область;-66.10
2020-10-01;Мордовия;11.45
2020-10-01;Москва;-53.17
2020-10-01;Московская область;-43.64
2020-10-01;Мурманская область;-1.98
2020-10-01;Нижегородская область;-14.48
2020-10-01;Новгородская область;20.08
2020-10-01;Новосибирская область;-31.96
2020-10-01;Омская область;-27.46
2020-10-01;Оренбургская область;-28.64
2020-10-01;Орловская область;-3.67
2020-10-01;Пензенская область;5.38
2020-10-01;Пермский край;-25.87
2020-10-01;Приморский край;-39.99
2020-10-01;Псковская область;-6.96
2020-10-01;Республика Башкортостан;-23.56
2020-10-01;Республика Бурятия;-29.47
2020-10-01;Республика Дагестан;4.49
2020-10-01;Республика Ингушетия;-23.99
2020-10-01;Республика Калмыкия;-10.30
2020-10-01;Республика Карачаево-Черкессия;3.63
2020-10-01;Республика Карелия;24.59
2020-10-01;Республика Коми;-37.18
2020-10-01;Республика Марий Эл;-15.83
2020-10-01;Республика Саха (Якутия);-27.69
2020-10-01;Республика Северная Осетия-Алания;-9.97
2020-10-01;Республика Татарстан;-12.66
2020-10-01;Республика Тыва;-16.02
2020-10-01;Республика Хакасия;-12.71
2020-10-01;Ростовская область;7.15
2020-10-01;Рязанская область;31.40
2020-10-01;Самарская область;-16.25
2020-10-01;Санкт-Петербург;-16.12
2020-10-01;Саратовская область;-14.92
2020-10-01;Сахалинская область;-17.11
2020-10-01;Свердловская область;-35.51
2020-10-01;Смоленская область;0.57
2020-10-01;Ставропольский край;-8.15
2020-10-01;Тамбовская область;9.43
2020-10-01;Тверская область;33.91
2020-10-01;Томская область;-36.92
2020-10-01;Тульская область;31.82
2020-10-01;Тюменская область;-29.92
2020-10-01;Удмуртская Республика;-25.78
2020-10-01;Ульяновская область;-22.39
2020-10-01;Хабаровский край;-21.36
2020-10-01;Ханты-Мансийский АО - Югра;-26.42
2020-10-01;Челябинская область;-26.20
2020-10-01;Чеченская Республика;-13.01
2020-10-01;Чувашская Республика;-14.08
2020-10-01;Чукотский АО;-53.65
2020-10-01;Ямало-Ненецкий АО;-39.64
2020-10-01;Ярославская область;25.54
2020-11-01;Россия;-23.97
2020-11-01;Адыгея;-21.47
2020-11-01;Алтай;-40.67
2020-11-01;Алтайский край;-7.32
2020-11-01;Амурская область;-6.94
2020-11-01;Архангельская область;-32.00
2020-11-01;Астраханская область;-7.62
2020-11-01;Белгородская область;-27.47
2020-11-01;Брянская область;-28.38
2020-11-01;Владимирская область;60.18
2020-11-01;Волгоградская область;-19.32
2020-11-01;Вологодская область;-33.55
2020-11-01;Воронежская область;-29.81
2020-11-01;Еврейская автономная область;-21.78
2020-11-01;Забайкальский край;-34.62
2020-11-01;Ивановская область;-23.57
2020-11-01;Иркутская область;-36.71
2020-11-01;Кабардино-Балкарская Республика;6.05
2020-11-01;Калининградская область;6.85
2020-11-01;Калужская область;9.95
2020-11-01;Камчатский край;-5.35
2020-11-01;Кемеровская область;-23.85
2020-11-01;Кировская область;-22.02
2020-11-01;Костромская область;-12.96
2020-11-01;Краснодарский край;2.63
2020-11-01;Красноярский край;-33.73
2020-11-01;Курганская область;-41.06
2020-11-01;Курская область;-25.95
2020-11-01;Ленинградская область;-26.78
2020-11-01;Липецкая область;-22.63
2020-11-01;Магаданская область;-65.57
2020-11-01;Мордовия;-8.41
2020-11-01;Москва;-58.48
2020-11-01;Московская область;-49.51
2020-11-01;Мурманская область;-18.57
2020-11-01;Нижегородская область;-32.26
2020-11-01;Новгородская область;2.42
2020-11-01;Новосибирская область;-40.90
2020-11-01;Омская область;-40.85
2020-11-01;Оренбургская область;-34.48
2020-11-01;Орловская область;-19.73
2020-11-01;Пензенская область;-9.35
2020-11-01;Пермский край;-25.99
2020-11-01;Приморский край;-46.40
2020-11-01;Псковская область;-28.83
2020-11-01;Республика Башкортостан;-33.99
2020-11-01;Республика Бурятия;-47.92
2020-11-01;Республика Дагестан;-14.83
2020-11-01;Республика Ингушетия;-19.60
2020-11-01;Республика Калмыкия;-4.99
2020-11-01;Республика Карачаево-Черкессия;-16.04
2020-11-01;Республика Карелия;-3.77
2020-11-01;Республика Коми;-36.77
2020-11-01;Республика Марий Эл;-27.88
2020-11-01;Республика Саха (Якутия);-28.99
2020-11-01;Республика Северная Осетия-Алания;-22.10
2020-11-01;Республика Татарстан;-28.49
2020-11-01;Республика Тыва;-27.23
2020-11-01;Республика Хакасия;-16.13
2020-11-01;Ростовская область;-13.69
2020-11-01;Рязанская область;9.46
2020-11-01;Самарская область;-32.34
2020-11-01;Санкт-Петербург;-34.65
2020-11-01;Саратовская область;-28.51
2020-11-01;Сахалинская область;-24.30
2020-11-01;Свердловская область;-42.01
2020-11-01;Смоленская область;-19.45
2020-11-01;Ставропольский край;-20.23
2020-11-01;Тамбовская область;-15.91
2020-11-01;Тверская область;8.92
2020-11-01;Томская область;-44.78
2020-11-01;Тульская область;7.87
2020-11-01;Тюменская область;-31.32
2020-11-01;Удмуртская Республика;-35.19
2020-11-01;Ульяновская область;-28.42
2020-11-01;Хабаровский край;-35.69
2020-11-01;Ханты-Мансийский АО - Югра;-31.53
2020-11-01;Челябинская область;-29.56
2020-11-01;Чеченская Республика;-12.59
2020-11-01;Чувашская Республика;-26.91
2020-11-01;Чукотский АО;-26.95
2020-11-01;Ямало-Ненецкий АО;-42.41
2020-11-01;Ярославская область;0.15
2020-12-01;Россия;-21.46
2020-12-01;Адыгея;-28.81
2020-12-01;Алтай;-28.76
2020-12-01;Алтайский край;4.14
2020-12-01;Амурская область;-1.39
2020-12-01;Архангельская область;-30.85
2020-12-01;Астраханская область;-14.42
2020-12-01;Белгородская область;-22.26
2020-12-01;Брянская область;-16.93
2020-12-01;Владимирская область;65.38
2020-12-01;Волгоградская область;-16.45
2020-12-01;Вологодская область;-31.08
2020-12-01;Воронежская область;-24.12
2020-12-01;Еврейская автономная область;-14.81
2020-12-01;Забайкальский край;-22.17
2020-12-01;Ивановская область;-27.12
2020-12-01;Иркутская область;-25.66
2020-12-01;Кабардино-Балкарская Республика;7.62
2020-12-01;Калининградская область;2.80
2020-12-01;Калужская область;-4.33
2020-12-01;Камчатский край;8.61
2020-12-01;Кемеровская область;-12.87
2020-12-01;Кировская область;-16.17
2020-12-01;Костромская область;-5.20
2020-12-01;Краснодарский край;10.82
2020-12-01;Красноярский край;-29.15
2020-12-01;Курганская область;-42.45
2020-12-01;Курская область;-24.62
2020-12-01;Ленинградская область;-11.59
2020-12-01;Липецкая область;-15.30
2020-12-01;Магаданская область;-66.57
2020-12-01;Мордовия;-5.39
2020-12-01;Москва;-50.08
2020-12-01;Московская область;-54.85
2020-12-01;Мурманская область;-16.62
2020-12-01;Нижегородская область;-24.01
2020-12-01;Новгородская область;-13.26
2020-12-01;Новосибирская область;-31.83
2020-12-01;Омская область;-34.69
2020-12-01;Оренбургская область;-21.90
2020-12-01;Орловская область;-8.73
2020-12-01;Пензенская область;-2.24
2020-12-01;Пермский край;-18.51
2020-12-01;Приморский край;-36.92
2020-12-01;Псковская область;-38.90
2020-12-01;Республика Башкортостан;-25.17
2020-12-01;Республика Бурятия;-40.17
2020-12-01;Республика Дагестан;-2.60
2020-12-01;Республика Ингушетия;-25.56
2020-12-01;Республика Калмыкия;-9.09
2020-12-01;Республика Карачаево-Черкессия;6.73
2020-12-01;Республика Карелия;-9.73
2020-12-01;Республика Коми;-32.61
2020-12-01;Республика Марий Эл;-20.26
2020-12-01;Республика Саха (Якутия);-22.48
2020-12-01;Республика Северная Осетия-Алания;-14.18
2020-12-01;Республика Татарстан;-24.96
2020-12-01;Республика Тыва;-21.22
2020-12-01;Республика Хакасия;-7.92
2020-12-01;Ростовская область;-14.67
2020-12-01;Рязанская область;7.17
2020-12-01;Самарская область;-22.95
2020-12-01;Санкт-Петербург;-39.35
2020-12-01;Саратовская область;-18.87
2020-12-01;Сахалинская область;-18.39
2020-12-01;Свердловская область;-35.48
2020-12-01;Смоленская область;-11.19
2020-12-01;Ставропольский край;-13.35
2020-12-01;Тамбовская область;-4.03
2020-12-01;Тверская область;7.03
2020-12-01;Томская область;-37.20
2020-12-01;Тульская область;10.28
2020-12-01;Тюменская область;-32.60
2020-12-01;Удмуртская Республика;-22.56
2020-12-01;Ульяновская область;-22.64
2020-12-01;Хабаровский край;-23.67
2020-12-01;Ханты-Мансийский АО - Югра;-31.28
2020-12-01;Челябинская область;-22.44
2020-12-01;Чеченская Республика;-9.21
2020-12-01;Чувашская Республика;-18.71
2020-12-01;Чукотский АО;-0.91
2020-12-01;Ямало-Ненецкий АО;-41.95
2020-12-01;Ярославская область;7.21
2021-01-01;Россия;-4.87
2021-01-01;Адыгея;-16.65
2021-01-01;Алтай;8.48
2021-01-01;Алтайский край;14.78
2021-01-01;Амурская область;-4.80
2021-01-01;Архангельская область;-5.68
2021-01-01;Астраханская область;25.86
2021-01-01;Белгородская область;-4.51
2021-01-01;Брянская область;-12.84
2021-01-01;Владимирская область;35.29
2021-01-01;Волгоградская область;-1.74
2021-01-01;Вологодская область;-9.08
2021-01-01;Воронежская область;-4.36
2021-01-01;Еврейская автономная область;-2.97
2021-01-01;Забайкальский край;2.32
2021-01-01;Ивановская область;-5.00
2021-01-01;Иркутская область;-5.74
2021-01-01;Кабардино-Балкарская Республика;23.16
2021-01-01;Калининградская область;27.98
2021-01-01;Калужская область;2.07
2021-01-01;Камчатский край;37.03
2021-01-01;Кемеровская область;0.21
2021-01-01;Кировская область;-2.33
2021-01-01;Костромская область;7.86
2021-01-01;Краснодарский край;31.23
2021-01-01;Красноярский край;-10.41
2021-01-01;Курганская область;-20.84
2021-01-01;Курская область;-18.21
2021-01-01;Ленинградская область;89.65
2021-01-01;Липецкая область;-0.58
2021-01-01;Магаданская область;-34.36
2021-01-01;Мордовия;-2.75
2021-01-01;Москва;-34.89
2021-01-01;Московская область;-13.52
2021-01-01;Мурманская область;14.90
2021-01-01;Нижегородская область;-14.53
2021-01-01;Новгородская область;9.97
2021-01-01;Новосибирская область;-11.44
2021-01-01;Омская область;-10.01
2021-01-01;Оренбургская область;-0.26
2021-01-01;Орловская область;-7.85
2021-01-01;Пензенская область;1.82
2021-01-01;Пермский край;4.26
2021-01-01;Приморский край;-11.29
2021-01-01;Псковская область;-19.46
2021-01-01;Республика Башкортостан;-5.58
2021-01-01;Республика Бурятия;-27.88
2021-01-01;Республика Дагестан;28.19
2021-01-01;Республика Ингушетия;2.15
2021-01-01;Республика Калмыкия;-4.31
2021-01-01;Республика Карачаево-Черкессия;17.80
2021-01-01;Республика Карелия;19.34
2021-01-01;Республика Коми;-11.47
2021-01-01;Республика Марий Эл;-8.91
2021-01-01;Республика Саха (Якутия);-13.89
2021-01-01;Республика Северная Осетия-Алания;-6.63
2021-01-01;Республика Татарстан;-7.63
2021-01-01;Республика Тыва;-1.02
2021-01-01;Республика Хакасия;6.68
2021-01-01;Ростовская область;2.77
2021-01-01;Рязанская область;1.56
2021-01-01;Самарская область;-6.86
2021-01-01;Санкт-Петербург;-49.86
2021-01-01;Саратовская область;-2.42
2021-01-01;Сахалинская область;7.56
2021-01-01;Свердловская область;-16.17
2021-01-01;Смоленская область;-13.44
2021-01-01;Ставропольский край;10.02
2021-01-01;Тамбовская область;-2.94
2021-01-01;Тверская область;5.60
2021-01-01;Томская область;-16.88
2021-01-01;Тульская область;5.27
2021-01-01;Тюменская область;-15.04
2021-01-01;Удмуртская Республика;-5.81
2021-01-01;Ульяновская область;-2.07
2021-01-01;Хабаровский край;-11.02
2021-01-01;Ханты-Мансийский АО - Югра;-16.44
2021-01-01;Челябинская область;-7.60
2021-01-01;Чеченская Республика;2.28
2021-01-01;Чувашская Республика;-16.53
2021-01-01;Чукотский АО;86.08
2021-01-01;Ямало-Ненецкий АО;-7.75
2021-01-01;Ярославская область;17.67
2021-02-01;Россия;-6.76
2021-02-01;Адыгея;-24.40
2021-02-01;Алтай;7.67
2021-02-01;Алтайский край;15.58
2021-02-01;Амурская область;16.00
2021-02-01;Архангельская область;-7.24
2021-02-01;Астраханская область;-14.37
2021-02-01;Белгородская область;-10.14
2021-02-01;Брянская область;-19.65
2021-02-01;Владимирская область;21.83
2021-02-01;Волгоградская область;-5.90
2021-02-01;Вологодская область;-12.70
2021-02-01;Воронежская область;-9.44
2021-02-01;Еврейская автономная область;-4.36
2021-02-01;Забайкальский край;17.44
2021-02-01;Ивановская область;-19.77
2021-02-01;Иркутская область;13.26
2021-02-01;Кабардино-Балкарская Республика;17.22
2021-02-01;Калининградская область;27.28
2021-02-01;Калужская область;-14.07
2021-02-01;Камчатский край;38.85
2021-02-01;Кемеровская область;9.83
2021-02-01;Кировская область;-5.33
2021-02-01;Костромская область;-5.07
2021-02-01;Краснодарский край;31.86
2021-02-01;Красноярский край;-7.93
2021-02-01;Курганская область;-20.97
2021-02-01;Курская область;-16.02
2021-02-01;Ленинградская область;-23.49
2021-02-01;Липецкая область;-0.53
2021-02-01;Магаданская область;-28.02
2021-02-01;Мордовия;-13.05
2021-02-01;Москва;-1.89
2021-02-01;Московская область;-44.97
2021-02-01;Мурманская область;33.71
2021-02-01;Нижегородская область;-20.33
2021-02-01;Новгородская область;7.72
2021-02-01;Новосибирская область;-9.07
2021-02-01;Омская область;-11.35
2021-02-01;Оренбургская область;-10.18
2021-02-01;Орловская область;-20.06
2021-02-01;Пензенская область;-14.00
2021-02-01;Пермский край;-0.39
2021-02-01;Приморский край;-10.19
2021-02-01;Псковская область;-26.53
2021-02-01;Республика Башкортостан;-8.98
2021-02-01;Республика Бурятия;-23.60
2021-02-01;Республика Дагестан;11.96
2021-02-01;Республика Ингушетия;-0.13
2021-02-01;Республика Калмыкия;-2.84
2021-02-01;Республика Карачаево-Черкессия;14.04
2021-02-01;Республика Карелия;12.41
2021-02-01;Республика Коми;-12.24
2021-02-01;Республика Марий Эл;-21.20
2021-02-01;Республика Саха (Якутия);-3.05
2021-02-01;Республика Северная Осетия-Алания;-8.27
2021-02-01;Республика Татарстан;-10.64
2021-02-01;Республика Тыва;-0.42
2021-02-01;Республика Хакасия;4.44
2021-02-01;Ростовская область;3.04
2021-02-01;Рязанская область;-1.47
2021-02-01;Самарская область;10.34
2021-02-01;Санкт-Петербург;3.52
2021-02-01;Саратовская область;-14.21
2021-02-01;Сахалинская область;11.68
2021-02-01;Свердловская область;-15.72
2021-02-01;Смоленская область;-12.39
2021-02-01;Ставропольский край;8.91
2021-02-01;Тамбовская область;-7.43
2021-02-01;Тверская область;0.27
2021-02-01;Томская область;-17.74
2021-02-01;Тульская область;-8.74
2021-02-01;Тюменская область;-20.97
2021-02-01;Удмуртская Республика;-11.52
2021-02-01;Ульяновская область;4.08
2021-02-01;Хабаровский край;-7.87
2021-02-01;Ханты-Мансийский АО - Югра;-14.06
2021-02-01;Челябинская область;-10.31
2021-02-01;Чеченская Республика;-23.80
2021-02-01;Чувашская Республика;-13.04
2021-02-01;Чукотский АО;51.73
2021-02-01;Ямало-Ненецкий АО;4.72
2021-02-01;Ярославская область;-2.36
2021-03-01;Россия;15.43
2021-03-01;Адыгея;-8.21
2021-03-01;Алтай;33.27
2021-03-01;Алтайский край;29.62
2021-03-01;Амурская область;37.81
2021-03-01;Архангельская область;6.88
2021-03-01;Астраханская область;3.74
2021-03-01;Белгородская область;12.24
2021-03-01;Брянская область;-0.18
2021-03-01;Владимирская область;23.71
2021-03-01;Волгоградская область;9.45
2021-03-01;Вологодская область;10.99
2021-03-01;Воронежская область;8.98
2021-03-01;Еврейская автономная область;4.01
2021-03-01;Забайкальский край;22.56
2021-03-01;Ивановская область;6.92
2021-03-01;Иркутская область;33.68
2021-03-01;Кабардино-Балкарская Республика;51.38
2021-03-01;Калининградская область;111.26
2021-03-01;Калужская область;-5.07
2021-03-01;Камчатский край;67.47
2021-03-01;Кемеровская область;30.25
2021-03-01;Кировская область;14.42
2021-03-01;Костромская область;26.48
2021-03-01;Краснодарский край;58.93
2021-03-01;Красноярский край;9.61
2021-03-01;Курганская область;-6.42
2021-03-01;Курская область;-3.55
2021-03-01;Ленинградская область;36.03
2021-03-01;Липецкая область;4.32
2021-03-01;Магаданская область;-25.89
2021-03-01;Мордовия;4.55
2021-03-01;Москва;27.61
2021-03-01;Московская область;0.97
2021-03-01;Мурманская область;56.40
2021-03-01;Нижегородская область;0.72
2021-03-01;Новгородская область;20.72
2021-03-01;Новосибирская область;10.35
2021-03-01;Омская область;5.98
2021-03-01;Оренбургская область;1.53
2021-03-01;Орловская область;-4.40
2021-03-01;Пензенская область;5.53
2021-03-01;Пермский край;33.51
2021-03-01;Приморский край;12.81
2021-03-01;Псковская область;-10.30
2021-03-01;Республика Башкортостан;10.05
2021-03-01;Республика Бурятия;-6.17
2021-03-01;Республика Дагестан;35.29
2021-03-01;Республика Ингушетия;6.22
2021-03-01;Республика Калмыкия;-0.55
2021-03-01;Республика Карачаево-Черкессия;41.13
2021-03-01;Республика Карелия;27.42
2021-03-01;Республика Коми;10.45
2021-03-01;Республика Марий Эл;-2.35
2021-03-01;Республика Саха (Якутия);29.21
2021-03-01;Республика Северная Осетия-Алания;57.58
2021-03-01;Республика Татарстан;17.34
2021-03-01;Республика Тыва;24.93
2021-03-01;Республика Хакасия;17.69
2021-03-01;Ростовская область;13.21
2021-03-01;Рязанская область;7.60
2021-03-01;Самарская область;11.27
2021-03-01;Санкт-Петербург;33.14
2021-03-01;Саратовская область;11.63
2021-03-01;Сахалинская область;30.01
2021-03-01;Свердловская область;13.22
2021-03-01;Смоленская область;-6.25
2021-03-01;Ставропольский край;37.59
2021-03-01;Тамбовская область;2.49
2021-03-01;Тверская область;5.68
2021-03-01;Томская область;7.34
2021-03-01;Тульская область;2.91
2021-03-01;Тюменская область;-4.40
2021-03-01;Удмуртская Республика;13.77
2021-03-01;Ульяновская область;9.25
2021-03-01;Хабаровский край;8.96
2021-03-01;Ханты-Мансийский АО - Югра;3.73
2021-03-01;Челябинская область;10.35
2021-03-01;Чеченская Республика;15.27
2021-03-01;Чувашская Республика;7.43
2021-03-01;Чукотский АО;78.62
2021-03-01;Ямало-Ненецкий АО;35.10
2021-03-01;Ярославская область;18.88